plant_sp,plant_common,New_genus,Wikipedia,pacific north west consortium,Wikipedia_common,pacific north west consortium_common,Invasive_non_invasive,Drought_tolerant,Hardinesss_zone
"Stellaria
graminea",Chickweeds,,https://en.wikipedia.org/wiki/Stellaria_graminea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Stellaria&IncludeSynonyms1=Y&Species1=graminea&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Stellaria,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Stellaria&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Styrax
japonicus",Snowbell,,https://en.wikipedia.org/wiki/Styrax_japonicus,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Styrax&IncludeSynonyms1=Y&Species1=japonicus&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Styrax,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Styrax&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Symphoricarpos
albus",Snowberry,,https://en.wikipedia.org/wiki/Symphoricarpos_albus,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphoricarpos&IncludeSynonyms1=Y&Species1=albus&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Symphoricarpos,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphoricarpos&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Symphoricarpos
mollis",Snowberry,,https://en.wikipedia.org/wiki/Symphoricarpos_mollis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphoricarpos&Species1=mollis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Symphoricarpos,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphoricarpos&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Symphoricarpos
sp.",Snowberry,,https://en.wikipedia.org/wiki/Symphoricarpos,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphoricarpos&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Symphoricarpos,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphoricarpos&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Symphytum
officinale",Common comfrey,,https://en.wikipedia.org/wiki/Symphytum_officinale,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphytum&IncludeSynonyms1=Y&Species1=officinale&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Symphytum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphytum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Symphytum
sp.",Common comfrey,,https://en.wikipedia.org/wiki/Symphytum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphytum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Symphytum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Symphytum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Certain species,,
Syringa,Lilac,,https://en.wikipedia.org/wiki/Syringa,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Syringa&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Syringa,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Syringa&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Certain species,,
Tageta,French marigold,Tagetes patula,https://en.wikipedia.org/wiki/Tagetes,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Tagetes&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Tagetes,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Tagetes&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Tanacetum
parthenium",Tansy,,https://en.wikipedia.org/wiki/Tanacetum_parthenium,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Tanacetum&IncludeSynonyms1=Y&Species1=parthenium&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Tanacetum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Tanacetum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Tanacetum
vulgare",Tansy,,https://en.wikipedia.org/wiki/Tansy,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Tanacetum&Species1=vulgare&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Tanacetum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Tanacetum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Taraxacum
officinale",Dandelion,,https://en.wikipedia.org/wiki/Taraxacum_officinale,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Taraxacum&IncludeSynonyms1=Y&Species1=officinale&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Taraxacum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Taraxacum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
Thymus,Thymes,,https://en.wikipedia.org/wiki/Thymus_(plant),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Thymus&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Thymus_(plant),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Thymus&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Trifolium
hybridum",Clover,,https://en.wikipedia.org/wiki/Trifolium_hybridum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&IncludeSynonyms1=Y&Species1=hybridum&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Clover,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Trifolium
incarnatum",Clover,,https://en.wikipedia.org/wiki/Trifolium_incarnatum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&Species1=incarnatum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Clover,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Trifolium
pratens",Clover,Trifolium pratense,https://en.wikipedia.org/wiki/Trifolium_pratense,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&Species1=pratense&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Clover,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Trifolium
repens",Clover,,https://en.wikipedia.org/wiki/Trifolium_repens,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&Species1=repens&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Clover,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Trifolium
wildenowii",Clover,Trifolium wildnenovii,https://en.wikipedia.org/wiki/Trifolium_willdenovii,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&Species1=willdenovii&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Clover,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Trifolium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Triteleia
howellii",Triplet lilies,,https://en.wikipedia.org/wiki/Triteleia_grandiflora,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=triteleia&IncludeSynonyms1=Y&Species1=howellii&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Triteleia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=triteleia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Vaccinium
corymbosum",Blueberry,,https://en.wikipedia.org/wiki/Vaccinium_corymbosum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=vaccinium&IncludeSynonyms1=Y&Country1=Canada&Species1=corymbosum&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Blueberry,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=vaccinium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Veronica
beccabunga",Speedwells,,https://en.wikipedia.org/wiki/Veronica_beccabunga,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&Species1=beccabunga&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Veronica_(plant),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Veronica
officinalis",Speedwells,,https://en.wikipedia.org/wiki/Veronica_officinalis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&Species1=officinalis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Veronica_(plant),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Veronica
scutellata",Speedwells,,https://en.wikipedia.org/wiki/Veronica_scutellata,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&Species1=scutellata&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Veronica_(plant),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Veronica
serpyllifolia",Speedwells,,https://en.wikipedia.org/wiki/Veronica_serpyllifolia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&Species1=serpyllifolia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Veronica_(plant),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=veronica&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Vicia
cracca",Vetch,,https://en.wikipedia.org/wiki/Vicia_cracca,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&Species1=cracca&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Vicia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Vicia
hirsuta",Vetch,,https://en.wikipedia.org/wiki/Vicia_hirsuta,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&Species1=hirsuta&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Vicia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Both?,,
"Vicia
sativa",Vetch,,https://en.wikipedia.org/wiki/Vicia_sativa,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&Species1=sativa&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Vicia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Vicia
tetrasperma",Vetch,,https://en.wikipedia.org/wiki/Vicia_tetrasperma,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&Species1=tetrasperma&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Vicia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Vicia
villosa",Vetch,,https://en.wikipedia.org/wiki/Vicia_villosa,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&Species1=villosa&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Vicia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Vicia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
Weigela,Weigela,,https://en.wikipedia.org/wiki/Weigela,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Weigela&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Weigela,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Weigela&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Certain species,,
"Zygadenus
venenosus",Death camas,Toxicoscordion venenosus,https://en.wikipedia.org/wiki/Toxicoscordion_venenosum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=toxicoscordion&IncludeSynonyms1=Y&Species1=venenosus&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Toxicoscordion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=toxicoscordion&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
