plant_sp,plant_common,New_genus,Wikipedia,pacific north west consortium,Wikipedia_common,pacific north west consortium_common,Invasive_non_invasive,Drought_tolerant,Hardinesss_zone
Abelia,Abelia,,https://en.wikipedia.org/wiki/Linnaea_%C3%97_grandiflora,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&IncludeSynonyms1=Y&Genus1=Abelia&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,https://en.wikipedia.org/wiki/Abelia,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&IncludeSynonyms1=Y&Genus1=Abelia&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,Non-invasive,,
Achillea,Yarrows,,https://en.wikipedia.org/wiki/Achillea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Achillea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Achillea_millefolium,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Achillea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Certain species,,
"Achillea
millefolium",Yarrows,,https://en.wikipedia.org/wiki/Achillea_millefolium,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Achillea&Species1=millefolium&IncludeSynonyms1=Y&Country1=Canada&State1=BC&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Achillea_millefolium,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Achillea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,Dry-fresh,Zone 3
"Agoseris
sp.",Spearleaf mountain dandelion,,https://en.wikipedia.org/wiki/Agoseris,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Agoseris&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Agoseris_retrorsa,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Agoseris&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Allium
acuminatum",Onion,,https://en.wikipedia.org/wiki/Allium_acuminatum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&Species1=acuminatum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Allium
aflatuense",Onion,Allium aflatunense,https://en.wikipedia.org/wiki/Allium_aflatunense,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&Species1=aflatunense&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Allium
amplectens",Onion,,https://en.wikipedia.org/wiki/Allium_amplectens,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&Species1=amplectens&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Allium
cernuum",Onion,,https://en.wikipedia.org/wiki/Allium_cernuum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&Species1=cernuum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,Dry-fresh,Zone 3
"Allium
molle",Onion,,https://en.wikipedia.org/wiki/Onion,N/A,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,No canada data,,
"Allium
sativum",Onion,,https://en.wikipedia.org/wiki/Garlic,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&Species1=sativum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Allium
schoenoprasum",Onion,,https://en.wikipedia.org/wiki/Chives,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&Species1=schoenoprasum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Onion,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Allium&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Both?,,
"Amelanchier
alnifolia",Saskatoon,,https://en.wikipedia.org/wiki/Amelanchier_alnifolia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Amelanchier&IncludeSynonyms1=Y&Species1=alnifolia&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Amelanchier_alnifolia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Amelanchier&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Anaphalis
margaritacea",Everlastings,,https://en.wikipedia.org/wiki/Anaphalis_margaritacea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Anaphalis&Species1=margaritacea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Anaphalis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Anaphalis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,Fresh moist,Zone 3B
Anenome,Anenome,Anemone,https://en.wikipedia.org/wiki/Anemone,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=anemone&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Anemone,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=anemone&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Certain species,,
"Antennaria
umbrinella",Pussytoes,,https://en.wikipedia.org/wiki/Antennaria_umbrinella,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Antennaria&Species1=umbrinella&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Antennaria,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Antennaria&IncludeSynonyms1=Y&Country1=Canada&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Anthemis
cotula",Chamomiles,,https://en.wikipedia.org/wiki/Anthemis_cotula,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Anthemis&Species1=cotula&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Chamomile,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Anthemis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
Antirrhinum,Snapdragons,,https://en.wikipedia.org/wiki/Antirrhinum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Antirrhinum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Antirrhinum,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Antirrhinum&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive (antirrhinum majus),,
Arabis,Rockcress,,https://en.wikipedia.org/wiki/Arabis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arabis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Arabis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arabis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Certain species,,
"Arbutus
menziesii",Madrones,,https://en.wikipedia.org/wiki/Arbutus_menziesii,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arbutus&Species1=menziesii&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Arbutus,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arbutus&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Arctostaphylos
columbiana",Manzanitas,,https://en.wikipedia.org/wiki/Arctostaphylos_columbiana,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arctostaphylos&Species1=columbiana&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Manzanita,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arctostaphylos&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Arctostaphylos
uva-ursi",Manzanitas,,https://en.wikipedia.org/wiki/Arctostaphylos_uva-ursi,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arctostaphylos&Species1=uva-ursi&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Manzanita,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Arctostaphylos&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,Zones 2-6
Aster,Aster,,https://en.wikipedia.org/wiki/Aster_(genus),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Aster&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Aster_(genus),https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Aster&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive (Aster alpinus subsp. vierhapperi),,
"Balsamorhiza
deltoidea",Balsamroots,,https://en.wikipedia.org/wiki/Balsamorhiza_deltoidea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Balsamorhiza&IncludeSynonyms1=Y&Species1=deltoidea&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Balsamorhiza,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Balsamorhiza&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Balsamorhiza
sagittata",Balsamroots,,https://en.wikipedia.org/wiki/Balsamorhiza_sagittata,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Balsamorhiza&Species1=sagittata&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Balsamorhiza,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Balsamorhiza&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Barbarea
orthoceras",Winter cress,,https://en.wikipedia.org/wiki/Barbarea_orthoceras,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Barbarea&Species1=orthoceras&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Barbarea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Barbarea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Bellis
perennis",Common daisy,,https://en.wikipedia.org/wiki/Bellis_perennis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Bellis&Species1=perennis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Bellis_perennis,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Bellis&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
Borago,Starflower,,https://en.wikipedia.org/wiki/Borage,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Borago&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Borage,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Borago&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Brassica
- yellow",Mustards,,https://en.wikipedia.org/wiki/Brassica,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Brassica&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Mustard_plant,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Brassica&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Invasive,,
"Brodiaea
coronaria",Harvest Brodiaea,,https://en.wikipedia.org/wiki/Brodiaea_coronaria,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Brodiaea&Species1=Coronaria&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Brodiaea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Brodiaea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Brodiaea
hyacinthina",Harvest Brodiaea,,https://en.wikipedia.org/wiki/Brodiaea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Brodiaea&IncludeSynonyms1=Y&Species1=hyacinthina&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Brodiaea,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Brodiaea&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
"Buddleja
globosa",Butterfly bush,,https://en.wikipedia.org/wiki/Buddleja_globosa,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ungrouped&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&IncludeSynonyms1=Y&Genus1=Buddleja&Species1=globosa&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Buddleja,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&Genus1=Buddleja&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,Invasive,,
"Cakile
maritima",Searockets,,https://en.wikipedia.org/wiki/Cakile_maritima,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ungrouped&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=cakile&Species1=maritima&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Cakile,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&Genus1=cakile&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,Invasive,,
Calendula,Pot marigold,Calendula officinalis,https://en.wikipedia.org/wiki/Calendula,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ungrouped&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Calendula&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Calendula_officinalis,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&Genus1=Calendula&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,Non-invasive,,
"Calochortus
macrocarpus",Mariposa lily,,https://en.wikipedia.org/wiki/Calochortus_macrocarpus,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Calochortus&IncludeSynonyms1=Y&Species1=macrocarpus&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Calochortus,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&Genus1=Calochortus&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,Non-invasive,,
"Calochortus
tolmiei",Mariposa lily,,https://en.wikipedia.org/wiki/Calochortus_tolmiei,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=Calochortus&Species1=tolmiei&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Calochortus,https://www.pnwherbaria.org/data/results.php?ExcludeCultivated=Y&SearchAllHerbaria=Y&QueryCount=1&Genus1=Calochortus&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC,Non-invasive,,
"Camassia
leichtlinii",Camases,,https://en.wikipedia.org/wiki/Camassia_leichtlinii,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=camassia&Species1=leichtlinii&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,https://en.wikipedia.org/wiki/Camassia,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ScientificName&SortBy=Year&SortOrder=DESC&SearchAllHerbaria=Y&QueryCount=1&Genus1=camassia&IncludeSynonyms1=Y&Zoom=4&Lat=55&Lng=-135&PolygonCount=0,Non-invasive,,
